booking_id,hotel_id,hotel_city,customer_id,customer_name,customer_email,check_in_date,check_out_date,room_type,num_guests,total_amount,currency,booking_status
52f0a5ea-14b2-4ee1-94ec-feef817d3c2d,1253,Sellerstown,e6f7b45b-53d0-4aa1-85c9-5619172246ab,Russell Lewis,corey35@example.org,1/25/2026,1/28/2026,Deluxe,5,-312.83,USD,No-Show
cdd19e7f-dc05-4a78-ae98-00148fc16ae9,1425,New Logan,96649351-f4a7-4ae6-8803-0f02e7d798e3,Angel Mcdaniel,robinsonnancy@example.com,2/19/2025,2/24/2025,Standard,2,387.97,USD,Cancelled
af98e906-a5ba-44cd-98b8-6bfa3acb1708,1685,Prestonstad,a0adcfb3-bf82-4f88-965c-1b3b36c7bb1c,Tonya Hunter,invalid-email,5/25/2025,5/28/2025,Suite,3,477.34,INR,No-Show
a37e545d-79f7-4586-9e1f-bf34ff45cbc8,1046,Selenahaven,9bfc6f07-6192-49cf-bae7-54845674b1fe,William White,mitchellalex@example.org,4/26/2025,5/2/2025,Deluxe,1,581.75,EUR,Confirmeeed
60675fa0-28fa-4953-8c6e-b35e568657e4,1505,Laurenhaven,c881255d-1445-4df1-b14d-056144e513f3,Brian Baker,johnhorton@example.com,1/16/2025,1/18/2025,Suite,2,271.91,INR,Cancelled
7e4529bc-e0e2-464d-b9f7-4eae01d39fc6,1201,West Abigailburgh,f0fca88d-e07c-4228-a77e-c2f192b80e0a,Pamela Wilson,twalls@example.com,31-02-2024,3/27/2026,Deluxe,2,501.47,EUR,Cancelled
2d0491a4-2eb2-41b8-aab4-1649a7958a0e,1299,Meghanburgh,61de3496-c584-439a-9427-09bfd87b80a9,Jenny Mcdaniel,teresamoore@example.net,4/12/2026,4/21/2026,Deluxe,5,205.27,USD,No-Show
14dc84c4-8621-4dac-8786-f752eb3448ba,1835,Warnerbury,2847d677-7498-45d3-b0e8-4ba13494f891,Lisa Campbell,heather21@example.org,6/2/2025,6/7/2025,Deluxe,2,-330.26,INR,No-Show
53e0b684-ad53-4bf4-8280-09ba3eb0d39e,1510,East Scottport,8e685299-511d-4af0-a722-31767e498db8,Scott Mills,christinecox@example.net,9/13/2025,11/20/2025,Standard,1,510.97,EUR,No-Show
6b4515d1-9d82-47d6-8373-a2b6250fd1cf,1635,East Robertville,65b471ae-9c82-4c67-b54c-78e599f341ab,Michael Evans,nancyharper@example.net,10/14/2025,11/20/2025,Suite,1,134.31,INR,Confirmed
eae59294-7107-4872-9648-c72e5e09c54e,1672,Cuevasfort,efbec49d-e427-41a3-aeb0-67cf77971c05,Teresa Reynolds,suzanne03@example.org,2/6/2025,2/14/2025,Deluxe,4,-430.86,EUR,No-Show
10946c00-b750-4579-a3d1-3ddc97fb9bcc,1104,North Johnny,b75360c0-bfd2-4f4a-8d18-faa512fd36c3,Heather Booth,elizabethleblanc@example.com,8/2/2025,8/12/2025,Standard,4,-451.85,USD,No-Show
7d1cc69f-49bf-437d-932e-7b98bc175815,1300,Whiteburgh,ff5b7df4-158d-4bc6-897d-54c03c1f4e65,Chelsea Cohen,millereric@example.com,1/1/2025,1/9/2025,Suite,2,487.56,EUR,Confirmed
d82c69bb-d6b5-43d6-9af8-ec0fa53d096c,1054,East Robertomouth,8672e628-8868-45ac-8595-0fed549d486f,Bryan Mccormick,cherylperez@example.org,8/9/2025,8/19/2025,Deluxe,1,142.88,EUR,Confirmeeed
0b4dbbb2-2074-41aa-8f36-f1ae107f1d75,1708,New Austinhaven,27f56abe-3456-48f2-ad26-3f48815b804f,Nathan Dickson,johnsoncrystal@example.com,3/5/2025,11/20/2025,Deluxe,1,588.59,USD,Cancelled
c9e2e734-14b4-4c13-bb79-497985a70c8c,1893,Port Derekshire,07cf1f23-102b-41ea-96f8-08f1f90819fc,Patricia Wright,sanchezdaniel@example.com,11/28/2025,12/2/2025,Suite,3,354.29,USD,Cancelled
fe18f4cc-6530-474e-80e3-f8bdbe64380e,1572,Hudsonchester,cdc56752-7846-49a6-b0e1-f94bb0008ed7,Sharon Murray,ianderson@example.com,6/6/2025,6/7/2025,Standard,4,386.05,EUR,Cancelled
5eb0cdf0-f9ea-4d2c-b989-27c7b355e745,1486,New Arielborough,73aca575-46ed-4cab-8d44-ca5e8b1f8b50,Scott Murphy Jr.,cameronstewart@example.org,3/7/2026,3/15/2026,Deluxe,1,580.75,INR,No-Show
b486d5f2-9c4a-472f-9fb3-079217ee99ea,1742,Carmenhaven,3711cd28-e85c-48f4-8f54-ce3a852a7aa3,Carla Bradshaw,sheilaspencer@example.net,1/9/2026,1/11/2026,Deluxe,5,503.88,USD,Cancelled
92705dc5-7416-4798-a4c4-25e063627c52,1752,Kimport,d69b37cd-632f-49d3-8cb1-35046b59b19b,Zachary Garcia,camposjohnny@example.org,11/23/2025,11/24/2025,Deluxe,4,414.78,USD,Cancelled
d87036a6-7fcc-4aba-afb4-0fe410ccd7bb,1070,New Kristine,3e942216-2629-45e5-a526-6d4376a7d1fb,Autumn Taylor,invalid-email,4/17/2025,4/19/2025,Deluxe,2,109.83,EUR,No-Show
037cd1f6-02f4-444e-bbad-e406e2a92b25,1211,North Laurenview,29b8bc72-843b-4543-a821-43aa810e9b7b,Tonya Alvarez MD,stephen73@example.net,31-02-2024,11/21/2025,Suite,4,459.26,INR,Confirmed
aaa10fe0-c8ce-4d42-b71d-62def3f19e9d,1237,Christineside,b1e9519c-8f27-4f9b-bc4f-9a96e33b9cef,Jane James,invalid-email,4/24/2025,4/26/2025,Standard,1,151.37,USD,No-Show
db8abbc3-5465-48c4-b5f4-44eb9cc0d5b2,1298,Port Courtney,4e1793a9-b9dd-4acb-bf10-86a9aa02fa77,Barbara Mack,megan38@example.net,5/23/2026,5/29/2026,Standard,1,592.13,USD,Confirmed
00504e85-80de-4780-8818-654ce359364c,1043,Port Willie,0230aa43-b72b-4a9f-accb-ffc5ae477bf6,James White,invalid-email,8/19/2025,8/29/2025,Suite,5,574.41,EUR,No-Show
ff222e9b-c19f-40b3-8ab4-5c2616f5a728,1992,Darrentown,61ddb46b-4dc1-46eb-bc9d-8658704706f4,Megan Farley,marywells@example.com,7/12/2025,7/16/2025,Standard,5,154.09,EUR,No-Show
73e9c620-473e-470f-bd2d-527e956abc66,1396,Lake Stevenfort,867a26ec-f441-49db-9642-f658c30b13b7,William Decker,shawnallen@example.net,1/15/2025,1/23/2025,Suite,4,532.42,EUR,No-Show
16ce98f0-c8d5-4bba-a86f-7613068cf435,1831,North Kara,0f5a356b-58f5-4542-a32c-f8c0a7be7d54,Jacob Brown,invalid-email,10/15/2025,10/21/2025,Suite,2,131.94,EUR,Confirmed
9332d74a-3a33-427d-ac34-d5e06e112d16,1548,Lake Martin,d6e60ad5-6e7b-4437-b0fe-6c399416f1d4,Miss Jasmine Ingram,ronald65@example.net,7/25/2025,11/20/2025,Standard,2,323.26,EUR,Cancelled
f859f0e4-a4ee-414e-99eb-54516e387129,1730,Jameston,2e1e9226-8f7c-4c2e-8e8c-8c4e0cd73fa3,Andrea Baldwin,jessicagutierrez@example.org,31-02-2024,1/11/2026,Deluxe,4,320.58,EUR,Cancelled
fea2ca21-260e-402d-96fc-63ac00e1fa01,1807,Port Trevorton,adb9d35a-b55b-4914-992f-6fbe6b92bd3e,Devin Jones,vtaylor@example.org,31-02-2024,11/15/2025,Standard,1,382.69,USD,No-Show
93cd7e10-beef-4ff0-8464-8a7ad6ad8184,1409,Whitehaven,4e7f6449-8c59-42af-a0fe-63f078193fa6,Robert Smith,brandonwilliams@example.net,10/23/2025,10/29/2025,Standard,1,485.36,INR,No-Show
c81de46a-5c4c-4f22-a4b1-9f20f1649501,1057,East Jonathan,41ce3c99-e724-42b5-b264-e5c2bee9851f,Kenneth Jackson II,invalid-email,1/4/2026,1/6/2026,Deluxe,5,522.24,EUR,Cancelled
631a568b-70dd-4852-a05e-b273d84aaac5,1984,Doyleside,51930f4d-08a4-4192-872b-c346f998f004,Veronica Andrews,mendezmatthew@example.com,11/21/2025,12/1/2025,Deluxe,5,270.93,INR,Confirmed
3221131e-13d4-4b49-9f41-ed3fcbcd876a,1034,New Brandonbury,07d4f2fa-09cf-4a4a-8000-71115337ce7d,Danielle Berry,priscillamcconnell@example.net,1/10/2026,1/19/2026,Standard,4,356.17,INR,Confirmed
1e9c3026-b0ca-4b78-bc8c-d82d954667fc,1477,East Alyssatown,66b00c0e-f2e8-4290-ab0e-1aa72e1a8fc7,Steven Powers,hendrixmichael@example.com,1/31/2026,11/20/2025,Deluxe,1,456.2,USD,Cancelled
dbb32ff8-6070-4f2f-853b-e5bc3feb21d1,1606,Justinfort,6e94a02d-9929-4b28-8621-263378695369,Cynthia Mullins,invalid-email,4/15/2026,4/16/2026,Suite,2,285.05,USD,Cancelled
f77d6246-6e00-42df-b77f-364a359e067f,1981,East Williamborough,6743a2e4-31a4-458a-98b3-37a206f373b2,Ricky Casey,garciascott@example.com,4/11/2026,11/20/2025,Standard,2,266.52,EUR,Cancelled
6385b41e-645b-4d84-b155-de802e49c027,1006,Robinchester,250e28cc-0195-40d2-86cc-9f4b6a6311f2,Amanda Gross,jessica38@example.com,31-02-2024,2/1/2026,Suite,4,221.09,EUR,Cancelled
a8758e46-c870-493f-89a0-b052d410f9bc,1938,New Christopher,235dd83b-c460-4e1a-baa7-61fe5d0d1d95,Raymond May,bbentley@example.net,7/27/2025,8/1/2025,Standard,2,250.79,EUR,Cancelled
19745bf2-11dd-4117-8e3f-e0b60cc0ef4d,1441,Chandlerton,6d99c9bb-d4ec-4585-a66e-2d2799fc80e6,Stefanie Lowe,kbrown@example.com,2/28/2025,3/7/2025,Deluxe,2,418.32,EUR,Cancelled
003e828f-cdfe-453b-8d6a-ffdf0f771207,1224,North Barbarafurt,ed9d8857-798a-414a-986e-d17884632196,Tiffany Campbell,murraylydia@example.com,3/19/2025,3/22/2025,Standard,2,-390.17,INR,No-Show
2e5c9da8-e31d-4934-915e-d5d15977e3b6,1661,Kennethfort,a52fda24-aecc-41ce-8b48-a03d94ebc7d5,Ryan Gould,jeffery42@example.org,5/4/2025,5/10/2025,Standard,4,-367.41,INR,Confirmed
f4b59e94-1e8a-428d-bfff-ff4f98e2af4e,1428,Port Leslie,57d5f083-9587-4dec-9a48-a69ed1ee8ba5,Jose Mckinney,murphykarla@example.org,1/15/2025,1/16/2025,Standard,2,200.83,INR,Confirmeeed
ba9420d4-677b-465b-b281-8727d4a09cdc,1711,Charlestown,da1f0d53-f0d0-4a75-ac9d-d4b348d39739,Rose Bond,ashley37@example.net,31-02-2024,4/27/2026,Suite,5,491.3,USD,Cancelled
493fe256-7172-4e77-a94e-e0eabdc4ece3,1639,North John,33db37f6-193e-4874-8f4a-50034a770587,Mark Jackson,kellimurphy@example.net,2/26/2026,3/1/2026,Suite,4,-571.39,EUR,Confirmed
aa37d803-c087-4b18-8645-93c5c57cb9fc,1557,New Randallfort,a562c375-ba13-47f6-b8aa-1c39a1a7e58b,Alison Peterson,peter34@example.net,2/1/2026,11/20/2025,Deluxe,5,88.65,USD,No-Show
08f88730-0834-4620-86a2-9ec3eabd364f,1932,Diazberg,b7fb3241-f319-45ed-9d02-f66b06241b4e,Thomas Garcia,danielbaxter@example.com,5/24/2025,5/27/2025,Suite,4,244.62,INR,Cancelled
717ac97a-a2e1-49b6-aa96-264bdf6075cf,1764,Cortezmouth,be342f85-53eb-4fc7-b043-7180f22265f7,Joseph Jordan,valerielee@example.com,3/13/2025,3/21/2025,Standard,5,557.69,EUR,Confirmeeed
576da474-f945-4640-84f3-183a30ae525b,1286,Cindyland,26961dcc-fbe2-4217-a2ad-112b873f4a82,Michelle Hancock,jennifer52@example.net,12/2/2025,12/3/2025,Suite,3,-501.18,USD,Cancelled
bc5d35bd-7ef2-42d9-a2da-65262c845776,1913,West Rebecca,53ec8f74-ace4-49a6-b8a9-0959d90b57a3,Mr. David Robinson,invalid-email,11/27/2024,12/2/2024,Deluxe,4,109.67,EUR,Cancelled
b4c78ef8-8c04-4181-b206-00ec514620bd,1816,Rogerside,3c5a274a-edd4-444f-811e-6ad184d31477,Ryan Delacruz,invalid-email,1/26/2025,2/5/2025,Suite,5,516.21,EUR,Confirmed
af2ede4a-68f8-442b-bb05-a8f4aadd57d0,1365,Brittanyborough,4c6a5d62-dd72-475c-ac88-11c48f3c1d1b,Jane Fischer,dylan85@example.org,2/12/2026,2/14/2026,Standard,3,-339.4,USD,Confirmed
26f196af-305b-4211-86c8-342bff64ef43,,Lindabury,36bbbe0b-6b53-4f64-9099-0142cdae52a4,Joyce Rodriguez,justinhaley@example.com,2/25/2025,2/28/2025,Deluxe,5,517.9,INR,No-Show
01c58d79-1361-4483-937f-c27359cf3cb7,1391,East Lisa,7af30df2-e9e3-48e9-afe2-44db83784b80,Sandra Sanchez,leblancheather@example.com,3/11/2026,3/13/2026,Deluxe,4,-440.88,EUR,No-Show
5377b0bc-71b1-46c1-9d24-23eafc50856d,1821,Suttonfort,88e4bca9-9935-45f1-8ace-9b02bc7035c8,Jamie Brown DDS,ericramsey@example.net,4/6/2025,4/14/2025,Deluxe,2,204.95,EUR,Confirmed
d04fee10-9967-4bee-a777-cf4d3510a660,1096,West Jessicaborough,ea4415ae-ede8-4518-b234-d88e44fbc56c,Zachary Cruz,invalid-email,4/9/2026,4/13/2026,Deluxe,5,184.68,EUR,Confirmed
60589874-a6cd-45c5-8d6f-9e9ad41306c4,1396,West Rachel,ac709290-0dbb-4ce4-b320-e72f497e4c4c,Stephanie Farrell,fmiller@example.org,12/2/2025,12/6/2025,Standard,5,219.63,INR,Confirmeeed
6af0ba94-6097-4694-851d-90a5c5ca195a,1392,Meaganview,2a9af004-be57-4fd4-81b2-bcfbd37c13ae,Autumn Morales,bryan@example.com,8/28/2025,9/5/2025,Deluxe,4,-185.68,INR,No-Show
0e4e600f-4163-4474-8695-78b87ee64984,1870,North Jennifer,a79c9482-3ee9-4816-b0d3-223891fcc200,Diana Chambers,bradleybaird@example.com,3/21/2025,11/20/2025,Suite,2,156.79,USD,No-Show
58dc2402-0d9a-4827-a494-e0fc9edeeb7b,1751,Brooksmouth,1cf30746-56b3-4acc-a3b8-4e9ac585bb87,Daniel Pratt,thomassullivan@example.net,12/10/2024,12/15/2024,Standard,3,454.84,INR,No-Show
8e2686e6-7c9b-4f04-8cc2-3568f457d2d0,1594,South Oscarfurt,d529c25f-5b8b-4089-900d-2774f9f52b66,Dr. Lisa Cummings,xduncan@example.net,31-02-2024,9/12/2025,Suite,3,188.36,INR,Cancelled
0bc2d85d-8e35-4334-adbc-be060d9e42fb,1061,North Brittany,95bef754-70cf-437b-abdf-84d3f14b31ea,Brittney Green,roger76@example.net,1/30/2026,2/1/2026,Standard,3,568.22,USD,Confirmed
266237e3-8880-412d-985c-91bb397cb548,1068,Davisport,b3b28578-f779-4e9b-9ec8-3865da4d8310,Mary Price,invalid-email,11/27/2024,12/5/2024,Standard,4,116.91,EUR,Cancelled
e5987f3a-37f0-49b3-a7c7-9e700775081c,1070,Port Jeff,4e066191-2ccf-443c-a299-104b4b55a49d,Jose Hall,lindseykeller@example.org,7/7/2025,7/13/2025,Standard,3,189.01,INR,Confirmed
1554c695-0110-473f-87ca-30dc93f31979,1386,North Joshuaberg,7b7e2f76-8da6-499d-a06d-e2da3b648b69,William Roberts,ushort@example.net,5/9/2026,5/15/2026,Deluxe,1,314.57,EUR,Cancelled
00eed1ad-6c02-49c5-8626-e755aeab3411,1358,Port Laura,8e8a8c81-5594-4a09-a24f-cb92914975fe,Claudia Wright,isnyder@example.com,3/23/2025,3/24/2025,Deluxe,1,441.32,INR,Confirmeeed
ef8ce8ea-3d16-4142-b6ff-2665543bf5c0,1306,South Christopher,8032add4-9fe6-4a83-b9ec-0cfbc638d0e8,Rebecca Robbins,richard38@example.com,10/26/2025,11/5/2025,Suite,5,158.67,USD,No-Show
d0a4dfc1-b8b5-4674-990f-c8a28b597ae5,1898,East Erikafort,f287750e-f302-4bcb-8b3f-c11f9764e2f3,Christina Jones,samantha23@example.org,1/15/2025,1/20/2025,Suite,5,-436.2,INR,No-Show
883651ff-c88e-422d-ac44-3729d8326268,1030,Bennettstad,a455b9ee-b3c6-4699-9448-856b684f1e17,Aaron Morgan,teresa28@example.net,7/16/2025,7/24/2025,Deluxe,4,334.29,EUR,
ff8a0fbd-206c-4d86-8000-82e8125388c0,1007,North Oliviabury,f4464641-6526-46da-8202-ca87357deb5d,Charles Coleman,jennifer00@example.com,12/27/2024,1/5/2025,Suite,2,-53.51,USD,No-Show
7a4c36e1-a892-4cbf-a01b-fc9bef59911d,1142,Saraburgh,59b05b20-6533-4622-b3e4-f9826df285af,James Prince,allenwilliam@example.org,31-02-2024,5/8/2025,Suite,5,251.72,USD,Cancelled
1982c28d-7864-4bc3-a9d3-ec8730d1f75b,1283,Estesbury,f7817708-6b2d-4b02-ab8d-cc216bd4e9b7,Jonathan Watts,zdiaz@example.net,4/16/2025,11/20/2025,Suite,2,66.1,USD,Confirmed
fc3ddcee-2e73-4a43-ba0a-5997c4b9c854,1241,Edwardchester,c85ebc17-da53-4002-948c-066de792ca2d,Jeremy Gay,andradetommy@example.org,12/17/2024,12/24/2024,Deluxe,4,554.7,EUR,Confirmeeed
b0648075-0ace-42e6-847f-660d87efb656,1253,Leeburgh,bd2639b5-4d26-4d5f-a206-33c89cbf19e4,Ryan Thompson,cannonchristopher@example.com,5/18/2025,5/25/2025,Suite,3,312.61,EUR,Confirmeeed
9dbc4b43-0534-4268-b8ef-986ce5cd1412,1636,Millerside,01078ad2-ddcc-4393-b007-0b43964a383e,Catherine Murphy,jonathan63@example.org,2/16/2025,2/26/2025,Suite,1,403.25,EUR,No-Show
bfb8f0f9-20a8-4631-8f82-8401d4c3697e,1508,West Kimberlybury,2a265666-44fa-464b-acd1-9df075faf32e,Ronald Watkins,odavenport@example.net,10/9/2025,10/14/2025,Standard,2,557.57,USD,Confirmeeed
7f34bb88-acd5-4a42-9891-97833acf2027,1177,South Steveside,3b02fa26-7b7c-4fa8-baa4-27ee1b1aa948,Sarah Robles,parkerryan@example.net,3/24/2026,3/26/2026,Standard,1,78.47,INR,Confirmeeed
bc05d63c-56f1-4d1d-8934-640cd4d86103,1539,New Sharihaven,c76ebd43-6528-443e-acc0-7be304115093,Monica Mora,corey75@example.com,5/20/2025,5/23/2025,Standard,4,-186.78,EUR,Confirmed
48ee81dd-d7a7-4a03-813c-7391fa67c571,1816,Port Maryfurt,a032b17d-0459-49f0-9742-9df7d00554a4,Jack Dawson,rsimpson@example.net,2/23/2025,11/20/2025,Deluxe,4,488.63,EUR,Confirmed
04689301-ba49-4aec-a5e7-9a286d5cbcaf,1069,Port Laurafurt,78b87d50-c18b-41e7-b757-3b7f490c2ccd,Daniel Patel,zachary62@example.net,11/16/2025,11/26/2025,Deluxe,5,370.5,INR,Confirmed
5f4fc7eb-c949-4394-8fd8-758fd126c8d3,1855,East Michael,68b62860-9c0a-40dc-83ec-60cf1623da60,Paul Banks,invalid-email,6/15/2025,6/25/2025,Suite,4,84.41,EUR,Confirmed
952f1442-44d3-429e-ac18-e6e49633d125,1626,Lake Billyburgh,87a2e0c3-e641-4acc-a811-d3ef31686707,Lisa Huff,kenneth73@example.com,8/24/2025,8/27/2025,Standard,5,393.56,INR,Confirmeeed
3a5a7130-047f-404e-82ed-577bea770318,1581,West Julia,bc362976-74e1-419a-9c92-cd67736d79bd,Monica Owens,shane70@example.net,12/9/2024,12/13/2024,Standard,3,87.5,INR,Cancelled
0164df74-0d65-4055-9f3c-bbe931886555,1372,Amberborough,808aa5a0-044e-4579-b50f-4136bb53f8d0,Rachel Stewart,rubengentry@example.org,11/10/2025,11/18/2025,Deluxe,4,-543.81,USD,Cancelled
194aa7b1-40a7-4225-b63a-742cbbe4c0c3,1029,Paulchester,3db2fa48-132e-47b8-ac95-2da3ea087cb2,Corey Osborne,invalid-email,4/21/2025,4/23/2025,Deluxe,1,242.57,EUR,Cancelled
e57742c5-569d-4533-b12d-a294b406d7f5,1502,South Patriciashire,4be43227-ced1-40f0-a564-1a952f4f8137,Gabriela Murphy,invalid-email,11/4/2025,11/12/2025,Deluxe,3,315.75,EUR,Cancelled
bff22ce3-6d6d-42c0-89cf-95036e5b8547,1920,Nguyenville,a1e0c301-09fc-4b53-9471-3b8418bba036,Maria Tyler,invalid-email,3/16/2025,3/17/2025,Deluxe,4,569.23,USD,No-Show
14dd06a8-449f-4a99-85bd-c99e9d48bd85,1163,Changstad,a8fc3501-4dc2-4434-b1c0-99d3b5fef32d,Jessica Smith,tanyanguyen@example.org,12/28/2024,11/20/2025,Suite,5,570.34,EUR,Confirmed
6edcd857-8f6c-4b36-980e-7fa720abb1d4,1712,Jaredmouth,7e5d6ea4-3d34-4347-8a86-48bea2dff37d,Kevin Yu,kimberlygarcia@example.com,2/14/2025,2/16/2025,Deluxe,1,-419.66,EUR,Confirmed
0912bb00-2ae1-492f-b177-e6a361c21f2b,1172,South Valerieville,10b88abb-5512-49b3-84c3-026bbd8c96f3,Alejandra Martinez,zsutton@example.net,5/6/2026,5/16/2026,Standard,2,-198.66,EUR,Cancelled
a2dff6da-5838-4f92-8965-3e666f4ccb26,1408,Charlesfort,0d636658-4fd6-431f-87a7-bacfd222694e,Cody Dyer,kimberly59@example.org,12/4/2024,12/6/2024,Deluxe,3,334.39,EUR,Cancelled
83f3fd14-d331-47da-b535-0a2bf5d95a5f,1811,Lake Patricia,2aba300e-3012-4a96-8057-89007b3c2673,Sabrina Burnett,nicolejohnston@example.org,31-02-2024,4/28/2025,Standard,2,337.36,USD,No-Show
201cc2ca-4e77-4432-b5af-0b8436e7bbd0,1407,Hullfort,5b2d573b-38d1-49ad-af05-007f09fafa31,Clinton Shaw,walkerbrittany@example.org,7/23/2025,7/27/2025,Standard,5,-160.6,EUR,Confirmed
d92a857d-6d2e-43de-adbe-a8a5b341e76c,1076,New Kennethborough,7fa24605-4824-42ff-b23f-592429479a09,Lydia Smith,dmcguire@example.com,3/20/2026,3/29/2026,Suite,1,530.39,EUR,Confirmed
